date,violation_type,severity,course,reported_by,investigation_duration,appealed
2026-07-08,Plagiarism,Minor,PHYS101,Peer,15,False
2026-07-08,Unauthorized AI Use,Moderate,CS201,Instructor,15,False
2026-07-08,Fabrication,Major,CS101,Administrator,20,False
2026-07-08,Cheating,Moderate,MATH101,Instructor,9,False
2026-07-08,Unauthorized AI Use,Major,CS101,Peer,11,False
2026-07-08,Plagiarism,Minor,PHYS101,Peer,15,False
2026-07-08,Fabrication,Minor,CS201,TA,15,True
2026-07-09,Cheating,Major,CS101,Administrator,16,False
2026-07-09,Cheating,Moderate,MATH101,Administrator,12,False
2026-07-09,Plagiarism,Moderate,CS201,TA,10,False
2026-07-09,Unauthorized AI Use,Moderate,CS101,Administrator,13,False
2026-07-09,Plagiarism,Major,MATH101,Administrator,13,False
2026-07-09,Plagiarism,Minor,PHYS101,Instructor,16,False
2026-07-10,Facilitation,Major,CS101,TA,10,False
2026-07-10,Cheating,Moderate,PHYS101,Administrator,12,False
2026-07-10,Facilitation,Minor,CS201,Instructor,19,False
2026-07-10,Fabrication,Moderate,CS101,TA,13,True
2026-07-10,Unauthorized AI Use,Major,CS201,Instructor,15,False
2026-07-10,Facilitation,Major,CS201,Instructor,7,False
2026-07-10,Facilitation,Moderate,ENG101,Peer,14,False
2026-07-10,Fabrication,Moderate,ENG101,Peer,16,False
2026-07-11,Cheating,Moderate,ENG101,TA,21,False
2026-07-11,Facilitation,Moderate,MATH101,TA,18,False
2026-07-11,Fabrication,Moderate,CS201,Administrator,15,False
2026-07-11,Unauthorized AI Use,Major,MATH101,Administrator,18,False
2026-07-11,Plagiarism,Major,CS201,Peer,17,False
2026-07-11,Fabrication,Major,ENG101,TA,15,False
2026-07-11,Cheating,Moderate,PHYS101,TA,23,False
2026-07-11,Unauthorized AI Use,Major,PHYS101,Peer,11,False
2026-07-12,Unauthorized AI Use,Minor,CS101,TA,14,False
2026-07-12,Plagiarism,Moderate,CS201,Instructor,12,True
2026-07-13,Cheating,Moderate,ENG101,Peer,12,True
2026-07-13,Plagiarism,Major,CS201,Peer,19,False
2026-07-13,Fabrication,Major,PHYS101,TA,18,True
2026-07-13,Fabrication,Minor,PHYS101,Instructor,14,False
2026-07-13,Plagiarism,Moderate,CS201,TA,14,False
2026-07-13,Cheating,Moderate,ENG101,TA,21,False
2026-07-13,Plagiarism,Moderate,CS201,TA,19,False
2026-07-13,Plagiarism,Minor,MATH101,Instructor,17,True
2026-07-14,Cheating,Major,ENG101,Administrator,16,False
2026-07-14,Plagiarism,Major,CS201,Administrator,16,False
2026-07-14,Cheating,Moderate,MATH101,Instructor,17,False
2026-07-14,Plagiarism,Moderate,CS101,Instructor,9,False
2026-07-14,Fabrication,Moderate,MATH101,Administrator,16,False
2026-07-14,Cheating,Minor,ENG101,Administrator,13,False
2026-07-14,Cheating,Minor,CS201,TA,19,False
2026-07-14,Facilitation,Minor,CS201,Peer,25,False
2026-07-15,Facilitation,Moderate,MATH101,Administrator,7,True
2026-07-15,Unauthorized AI Use,Minor,MATH101,Peer,15,False
2026-07-15,Fabrication,Major,MATH101,Administrator,14,False
2026-07-15,Fabrication,Minor,CS101,TA,13,False
2026-07-15,Plagiarism,Moderate,PHYS101,Instructor,13,False
2026-07-15,Plagiarism,Moderate,MATH101,TA,14,False
2026-07-15,Fabrication,Minor,MATH101,Administrator,10,False
2026-07-15,Cheating,Minor,CS101,Administrator,21,False
2026-07-15,Unauthorized AI Use,Major,MATH101,Peer,10,False
2026-07-15,Cheating,Minor,CS201,TA,25,False
2026-07-15,Plagiarism,Moderate,ENG101,Peer,12,False
2026-07-15,Cheating,Moderate,ENG101,Peer,15,False
2026-07-16,Fabrication,Major,PHYS101,Peer,15,False
2026-07-16,Plagiarism,Moderate,ENG101,TA,17,False
2026-07-16,Cheating,Minor,ENG101,Peer,13,False
2026-07-16,Fabrication,Major,ENG101,Administrator,19,False
2026-07-16,Plagiarism,Moderate,PHYS101,Administrator,12,False
2026-07-16,Facilitation,Moderate,PHYS101,Administrator,15,False
2026-07-16,Cheating,Minor,ENG101,TA,12,True
2026-07-16,Facilitation,Minor,CS201,Instructor,16,False
2026-07-16,Plagiarism,Minor,CS101,TA,18,False
2026-07-16,Plagiarism,Major,MATH101,Instructor,19,False
2026-07-16,Unauthorized AI Use,Moderate,PHYS101,Instructor,20,True
2026-07-16,Facilitation,Moderate,ENG101,Administrator,11,False
2026-07-16,Plagiarism,Minor,CS101,Instructor,18,False
2026-07-16,Unauthorized AI Use,Major,CS101,Instructor,19,False
2026-07-16,Fabrication,Moderate,PHYS101,Peer,15,False
2026-07-16,Cheating,Minor,CS201,TA,21,False
2026-07-17,Cheating,Minor,PHYS101,Peer,11,False
2026-07-17,Fabrication,Major,CS201,Instructor,18,False
2026-07-17,Facilitation,Moderate,ENG101,Administrator,13,False
2026-07-17,Cheating,Moderate,CS201,TA,23,False
2026-07-17,Unauthorized AI Use,Moderate,CS201,Peer,16,False
2026-07-17,Facilitation,Moderate,CS201,Instructor,20,False
2026-07-17,Facilitation,Minor,CS101,Instructor,12,False
2026-07-17,Cheating,Moderate,PHYS101,Peer,17,False
2026-07-17,Fabrication,Major,CS201,Instructor,9,False
2026-07-17,Plagiarism,Moderate,PHYS101,Peer,8,True
2026-07-18,Unauthorized AI Use,Minor,PHYS101,Administrator,11,False
2026-07-18,Plagiarism,Minor,MATH101,Peer,14,False
2026-07-18,Plagiarism,Major,PHYS101,Administrator,15,False
2026-07-18,Facilitation,Moderate,CS201,Instructor,21,False
2026-07-18,Plagiarism,Moderate,ENG101,Instructor,8,True
2026-07-18,Fabrication,Moderate,CS101,Administrator,12,False
2026-07-18,Plagiarism,Minor,MATH101,Administrator,17,False
2026-07-19,Cheating,Moderate,CS101,Peer,13,False
2026-07-19,Cheating,Minor,CS101,TA,18,False
2026-07-19,Facilitation,Minor,CS201,Instructor,20,False
2026-07-19,Fabrication,Minor,ENG101,TA,14,False
2026-07-19,Fabrication,Moderate,ENG101,TA,20,False
2026-07-19,Facilitation,Moderate,PHYS101,Peer,13,False
2026-07-20,Unauthorized AI Use,Minor,CS201,TA,20,False
2026-07-20,Unauthorized AI Use,Moderate,MATH101,TA,16,False
2026-07-20,Fabrication,Major,MATH101,Peer,8,True
2026-07-20,Unauthorized AI Use,Minor,MATH101,TA,15,False
2026-07-20,Unauthorized AI Use,Major,MATH101,Peer,16,False
2026-07-20,Cheating,Moderate,CS101,Administrator,19,False
2026-07-21,Facilitation,Minor,CS201,Peer,17,False
2026-07-21,Plagiarism,Major,CS201,TA,14,False
2026-07-21,Facilitation,Major,ENG101,Instructor,10,False
2026-07-22,Unauthorized AI Use,Moderate,CS201,TA,10,False
2026-07-22,Cheating,Moderate,ENG101,TA,17,False
2026-07-22,Plagiarism,Moderate,ENG101,Peer,11,False
2026-07-22,Plagiarism,Major,PHYS101,Instructor,15,False
2026-07-22,Cheating,Major,ENG101,Administrator,17,False
2026-07-22,Cheating,Moderate,CS201,Peer,16,False
2026-07-22,Plagiarism,Moderate,ENG101,Administrator,14,False
2026-07-22,Cheating,Major,CS101,Instructor,18,False
2026-07-23,Plagiarism,Major,CS201,Peer,12,False
2026-07-23,Cheating,Minor,ENG101,TA,14,False
2026-07-24,Unauthorized AI Use,Minor,CS201,Instructor,12,False
2026-07-24,Unauthorized AI Use,Moderate,CS201,TA,18,False
2026-07-24,Fabrication,Minor,ENG101,Instructor,10,False
2026-07-24,Facilitation,Major,PHYS101,Instructor,16,False
2026-07-24,Cheating,Minor,PHYS101,Instructor,13,False
2026-07-24,Cheating,Minor,CS201,Instructor,8,False
2026-07-25,Fabrication,Minor,PHYS101,Administrator,12,False
2026-07-25,Plagiarism,Major,MATH101,TA,21,True
2026-07-26,Plagiarism,Moderate,CS101,Peer,22,False
2026-07-26,Unauthorized AI Use,Major,CS201,Peer,17,True
2026-07-26,Plagiarism,Major,ENG101,TA,11,False
2026-07-26,Cheating,Minor,CS101,Instructor,13,False
2026-07-26,Cheating,Major,CS201,Administrator,15,False
2026-07-27,Unauthorized AI Use,Major,CS101,TA,19,False
2026-07-27,Plagiarism,Minor,MATH101,TA,12,True
2026-07-27,Cheating,Major,CS201,TA,9,False
2026-07-27,Cheating,Major,MATH101,TA,25,False
2026-07-27,Cheating,Major,MATH101,Administrator,13,True
2026-07-27,Fabrication,Minor,CS201,Peer,15,False
2026-07-27,Unauthorized AI Use,Moderate,PHYS101,TA,13,False
2026-07-27,Plagiarism,Moderate,CS201,TA,13,False
2026-07-27,Cheating,Moderate,PHYS101,Instructor,12,False
2026-07-27,Cheating,Moderate,CS101,Peer,8,False
2026-07-28,Plagiarism,Moderate,ENG101,Administrator,16,False
2026-07-28,Unauthorized AI Use,Moderate,ENG101,Instructor,17,False
2026-07-28,Unauthorized AI Use,Major,CS101,Peer,22,True
2026-07-28,Plagiarism,Minor,ENG101,Peer,12,False
2026-07-28,Plagiarism,Minor,PHYS101,Instructor,15,True
2026-07-28,Plagiarism,Moderate,PHYS101,Peer,9,False
2026-07-28,Plagiarism,Major,CS101,Peer,13,False
2026-07-28,Cheating,Moderate,ENG101,Instructor,13,False
2026-07-28,Fabrication,Minor,CS201,Peer,19,False
2026-07-28,Plagiarism,Major,PHYS101,TA,16,False
2026-07-29,Fabrication,Minor,MATH101,TA,18,False
2026-07-29,Plagiarism,Minor,CS201,TA,18,False
2026-07-29,Facilitation,Moderate,MATH101,Instructor,8,False
2026-07-29,Plagiarism,Moderate,CS201,Administrator,16,False
2026-07-29,Cheating,Minor,MATH101,Administrator,15,False
2026-07-30,Fabrication,Minor,MATH101,Instructor,15,False
2026-07-30,Fabrication,Major,MATH101,TA,7,False
2026-07-30,Unauthorized AI Use,Minor,CS101,Instructor,22,False
2026-07-30,Plagiarism,Major,MATH101,TA,17,False
2026-07-30,Cheating,Major,CS101,Administrator,15,False
2026-07-30,Cheating,Major,CS101,TA,16,False
2026-07-30,Facilitation,Major,PHYS101,Peer,14,True
2026-07-31,Fabrication,Moderate,CS101,Peer,15,False
2026-07-31,Unauthorized AI Use,Major,PHYS101,TA,13,False
2026-07-31,Fabrication,Minor,CS101,Instructor,20,False
2026-07-31,Plagiarism,Moderate,ENG101,Peer,11,False
2026-07-31,Plagiarism,Moderate,CS101,Administrator,19,False
2026-08-01,Cheating,Minor,CS101,Peer,14,False
2026-08-01,Plagiarism,Moderate,CS201,TA,15,False
2026-08-01,Cheating,Minor,CS101,Instructor,14,False
2026-08-01,Fabrication,Moderate,PHYS101,TA,12,False
2026-08-02,Plagiarism,Major,ENG101,TA,16,False
2026-08-02,Cheating,Major,MATH101,Peer,16,False
2026-08-02,Fabrication,Minor,ENG101,TA,18,False
2026-08-02,Cheating,Moderate,ENG101,Instructor,20,False
2026-08-03,Plagiarism,Major,PHYS101,Instructor,16,False
2026-08-03,Plagiarism,Moderate,CS201,Administrator,25,False
2026-08-03,Unauthorized AI Use,Major,CS101,Peer,4,False
2026-08-03,Plagiarism,Moderate,MATH101,Instructor,9,False
2026-08-03,Plagiarism,Major,ENG101,Peer,16,False
2026-08-03,Cheating,Moderate,ENG101,Instructor,18,True
2026-08-04,Fabrication,Major,MATH101,Peer,20,True
2026-08-04,Facilitation,Moderate,CS201,TA,16,True
2026-08-05,Unauthorized AI Use,Minor,CS101,Instructor,10,False
2026-08-05,Unauthorized AI Use,Minor,MATH101,Instructor,13,False
2026-08-05,Plagiarism,Major,MATH101,Peer,13,False
2026-08-05,Unauthorized AI Use,Moderate,MATH101,Administrator,19,False
2026-08-05,Fabrication,Major,CS201,Administrator,17,False
2026-08-05,Unauthorized AI Use,Moderate,ENG101,Administrator,16,False
2026-08-06,Plagiarism,Moderate,CS101,TA,24,True
2026-08-06,Unauthorized AI Use,Moderate,PHYS101,TA,12,False
2026-08-06,Plagiarism,Minor,MATH101,Administrator,11,True
2026-08-06,Unauthorized AI Use,Moderate,CS101,Peer,21,False
2026-08-06,Unauthorized AI Use,Moderate,CS101,Instructor,16,False
2026-08-06,Unauthorized AI Use,Major,MATH101,TA,20,False
2026-08-06,Plagiarism,Minor,CS101,TA,16,False
2026-08-06,Unauthorized AI Use,Moderate,MATH101,Administrator,20,True
2026-08-06,Plagiarism,Major,CS201,TA,12,False
2026-08-06,Facilitation,Minor,ENG101,TA,19,False
2026-08-07,Plagiarism,Major,CS201,TA,16,False
2026-08-07,Cheating,Moderate,CS201,TA,21,False
2026-08-07,Cheating,Major,ENG101,Administrator,13,False
2026-08-07,Fabrication,Moderate,CS101,Administrator,12,False
2026-08-07,Plagiarism,Minor,CS201,Instructor,11,False
2026-08-07,Unauthorized AI Use,Minor,CS201,TA,13,False
2026-08-07,Cheating,Major,PHYS101,Peer,16,False
2026-08-07,Unauthorized AI Use,Moderate,PHYS101,Peer,18,False
2026-08-07,Cheating,Minor,PHYS101,TA,20,False
2026-08-08,Plagiarism,Minor,CS201,Administrator,20,False
2026-08-08,Unauthorized AI Use,Minor,CS201,TA,22,False
2026-08-08,Cheating,Minor,PHYS101,Peer,15,False
2026-08-08,Cheating,Major,CS201,Instructor,12,False
2026-08-08,Facilitation,Minor,CS201,TA,25,True
2026-08-08,Plagiarism,Minor,ENG101,Instructor,20,False
2026-08-08,Cheating,Minor,CS101,TA,14,False
2026-08-08,Plagiarism,Moderate,CS101,TA,19,False
2026-08-08,Plagiarism,Moderate,CS101,Administrator,22,False
2026-08-09,Plagiarism,Major,ENG101,Administrator,16,False
2026-08-09,Cheating,Minor,PHYS101,Administrator,13,False
2026-08-10,Unauthorized AI Use,Minor,ENG101,Peer,15,False
2026-08-10,Fabrication,Moderate,PHYS101,Administrator,13,False
2026-08-11,Unauthorized AI Use,Moderate,ENG101,Administrator,10,True
2026-08-11,Fabrication,Minor,ENG101,Administrator,20,False
2026-08-11,Plagiarism,Moderate,CS101,Peer,19,False
2026-08-11,Cheating,Minor,ENG101,Instructor,13,True
2026-08-11,Facilitation,Minor,ENG101,Administrator,18,False
2026-08-12,Plagiarism,Minor,CS201,Administrator,13,False
2026-08-12,Unauthorized AI Use,Moderate,ENG101,TA,17,True
2026-08-12,Unauthorized AI Use,Major,MATH101,Administrator,20,False
2026-08-12,Unauthorized AI Use,Major,PHYS101,Peer,13,False
2026-08-12,Cheating,Minor,ENG101,TA,17,False
2026-08-12,Unauthorized AI Use,Minor,ENG101,Peer,17,False
2026-08-13,Fabrication,Major,CS201,Peer,12,False
2026-08-13,Cheating,Moderate,MATH101,TA,16,False
2026-08-13,Unauthorized AI Use,Major,CS101,Peer,13,False
2026-08-13,Unauthorized AI Use,Major,CS101,Instructor,11,False
2026-08-14,Facilitation,Major,CS101,Peer,13,False
2026-08-14,Cheating,Minor,CS201,Administrator,18,False
2026-08-14,Plagiarism,Minor,PHYS101,Administrator,14,False
2026-08-14,Cheating,Moderate,ENG101,Administrator,12,False
2026-08-14,Unauthorized AI Use,Moderate,CS101,Peer,17,False
2026-08-14,Cheating,Moderate,PHYS101,Peer,15,False
2026-08-14,Plagiarism,Major,MATH101,Administrator,16,False
2026-08-14,Plagiarism,Moderate,PHYS101,Instructor,14,False
2026-08-15,Fabrication,Minor,MATH101,Administrator,16,True
2026-08-15,Fabrication,Major,ENG101,Administrator,16,False
2026-08-15,Fabrication,Major,ENG101,TA,9,True
2026-08-15,Fabrication,Minor,MATH101,TA,18,False
2026-08-15,Cheating,Minor,ENG101,Instructor,11,False
2026-08-15,Cheating,Moderate,ENG101,Instructor,21,False
2026-08-15,Plagiarism,Minor,ENG101,Administrator,8,False
2026-08-16,Facilitation,Minor,CS201,Administrator,22,True
2026-08-16,Facilitation,Minor,MATH101,Administrator,9,False
2026-08-16,Fabrication,Major,ENG101,Instructor,11,False
2026-08-16,Plagiarism,Minor,CS101,TA,17,False
2026-08-16,Unauthorized AI Use,Minor,PHYS101,Peer,9,False
2026-08-17,Unauthorized AI Use,Major,CS201,Instructor,10,False
2026-08-17,Plagiarism,Moderate,MATH101,Administrator,18,False
2026-08-17,Plagiarism,Major,ENG101,Peer,18,False
2026-08-17,Plagiarism,Major,PHYS101,Peer,13,False
2026-08-17,Plagiarism,Moderate,MATH101,Administrator,14,False
2026-08-17,Unauthorized AI Use,Major,ENG101,TA,15,False
2026-08-18,Plagiarism,Moderate,PHYS101,Instructor,15,True
2026-08-18,Fabrication,Minor,CS201,Instructor,9,False
2026-08-18,Fabrication,Major,ENG101,Administrator,11,False
2026-08-18,Unauthorized AI Use,Moderate,ENG101,Instructor,17,False
2026-08-18,Unauthorized AI Use,Moderate,PHYS101,TA,20,False
2026-08-18,Plagiarism,Major,MATH101,Administrator,15,False
2026-08-19,Fabrication,Minor,CS201,Instructor,17,True
2026-08-19,Plagiarism,Minor,MATH101,TA,13,False
2026-08-19,Cheating,Minor,PHYS101,TA,15,False
2026-08-19,Plagiarism,Minor,PHYS101,TA,13,False
2026-08-19,Cheating,Minor,MATH101,Instructor,14,False
2026-08-19,Facilitation,Moderate,CS201,Peer,16,False
2026-08-19,Plagiarism,Moderate,PHYS101,Administrator,19,False
2026-08-19,Plagiarism,Moderate,CS101,Administrator,20,True
2026-08-20,Fabrication,Moderate,ENG101,Administrator,14,True
2026-08-20,Unauthorized AI Use,Moderate,MATH101,TA,15,False
2026-08-20,Plagiarism,Minor,ENG101,TA,21,False
2026-08-20,Fabrication,Major,MATH101,Administrator,15,False
2026-08-20,Plagiarism,Moderate,CS201,TA,16,False
2026-08-20,Plagiarism,Major,PHYS101,Instructor,15,True
2026-08-20,Plagiarism,Moderate,CS201,Administrator,8,False
2026-08-20,Cheating,Major,PHYS101,Peer,17,False
2026-08-20,Facilitation,Major,CS201,Peer,18,False
2026-08-21,Plagiarism,Moderate,CS101,Instructor,13,True
2026-08-21,Plagiarism,Minor,CS201,Peer,19,False
2026-08-21,Unauthorized AI Use,Moderate,PHYS101,TA,15,False
2026-08-21,Cheating,Minor,PHYS101,Administrator,18,False
2026-08-21,Facilitation,Minor,MATH101,TA,13,False
2026-08-21,Cheating,Major,CS201,TA,13,True
2026-08-21,Plagiarism,Major,PHYS101,Peer,14,False
2026-08-22,Plagiarism,Major,ENG101,Instructor,16,False
2026-08-22,Plagiarism,Moderate,CS101,TA,21,False
2026-08-22,Facilitation,Minor,ENG101,Peer,22,True
2026-08-23,Cheating,Major,CS201,Administrator,10,False
2026-08-23,Cheating,Major,PHYS101,Peer,20,False
2026-08-23,Cheating,Major,MATH101,Administrator,14,False
2026-08-23,Plagiarism,Major,CS101,TA,18,False
2026-08-23,Cheating,Minor,PHYS101,Peer,17,False
2026-08-23,Plagiarism,Minor,ENG101,TA,8,False
2026-08-23,Plagiarism,Moderate,ENG101,Administrator,17,False
2026-08-23,Facilitation,Major,CS101,Peer,16,False
2026-08-23,Unauthorized AI Use,Minor,ENG101,Administrator,16,False
2026-08-24,Fabrication,Moderate,PHYS101,TA,13,False
2026-08-24,Cheating,Major,PHYS101,TA,18,False
2026-08-24,Plagiarism,Major,ENG101,Instructor,11,False
2026-08-24,Plagiarism,Moderate,MATH101,Peer,8,True
2026-08-24,Unauthorized AI Use,Major,CS201,Peer,18,False
2026-08-25,Fabrication,Minor,PHYS101,Administrator,17,False
2026-08-25,Facilitation,Major,MATH101,Instructor,19,False
2026-08-25,Cheating,Major,CS201,Instructor,12,False
2026-08-25,Unauthorized AI Use,Major,CS201,Instructor,20,False
2026-08-25,Cheating,Moderate,CS201,TA,9,False
2026-08-25,Facilitation,Minor,ENG101,Instructor,14,False
2026-08-25,Fabrication,Minor,CS201,Instructor,13,False
2026-08-25,Cheating,Minor,ENG101,Administrator,12,False
2026-08-26,Cheating,Minor,CS101,Administrator,19,False
2026-08-26,Cheating,Minor,PHYS101,Peer,24,False
2026-08-26,Plagiarism,Major,MATH101,Administrator,12,False
2026-08-26,Cheating,Moderate,PHYS101,Peer,14,False
2026-08-26,Cheating,Major,CS101,Peer,18,False
2026-08-26,Fabrication,Major,PHYS101,Peer,13,False
2026-08-26,Unauthorized AI Use,Major,PHYS101,Administrator,12,False
2026-08-27,Cheating,Major,PHYS101,Instructor,17,False
2026-08-27,Unauthorized AI Use,Minor,MATH101,Instructor,15,False
2026-08-27,Facilitation,Major,MATH101,TA,15,True
2026-08-27,Cheating,Major,MATH101,TA,14,False
2026-08-27,Unauthorized AI Use,Major,MATH101,Instructor,18,False
2026-08-27,Plagiarism,Moderate,ENG101,Administrator,15,False
2026-08-27,Fabrication,Major,ENG101,Administrator,19,False
2026-08-28,Unauthorized AI Use,Minor,PHYS101,TA,10,False
2026-08-28,Cheating,Moderate,PHYS101,Administrator,13,False
2026-08-28,Cheating,Minor,MATH101,Instructor,19,True
2026-08-28,Cheating,Major,MATH101,Administrator,10,False
2026-08-28,Fabrication,Moderate,MATH101,Instructor,22,False
2026-08-28,Cheating,Moderate,CS201,Peer,18,False
2026-08-28,Plagiarism,Moderate,PHYS101,Administrator,17,False
2026-08-28,Cheating,Moderate,MATH101,Instructor,14,False
2026-08-28,Unauthorized AI Use,Minor,CS201,Instructor,15,False
2026-08-28,Unauthorized AI Use,Major,ENG101,Instructor,21,False
2026-08-28,Plagiarism,Minor,CS201,TA,15,True
2026-08-29,Plagiarism,Moderate,CS101,Peer,20,False
2026-08-29,Fabrication,Major,MATH101,Instructor,14,False
2026-08-29,Fabrication,Minor,MATH101,Peer,18,False
2026-08-29,Cheating,Minor,CS101,Administrator,10,True
2026-08-29,Fabrication,Moderate,PHYS101,Administrator,10,False
2026-08-29,Unauthorized AI Use,Moderate,ENG101,TA,10,False
2026-08-29,Fabrication,Moderate,MATH101,Administrator,17,False
2026-08-29,Plagiarism,Minor,CS201,TA,8,False
2026-08-29,Plagiarism,Major,ENG101,TA,14,True
2026-08-30,Plagiarism,Moderate,MATH101,Administrator,16,True
2026-08-30,Facilitation,Major,ENG101,Administrator,14,False
2026-08-30,Fabrication,Major,CS201,TA,26,False
2026-08-30,Plagiarism,Moderate,ENG101,TA,14,False
2026-08-30,Fabrication,Moderate,MATH101,Administrator,11,False
2026-08-31,Facilitation,Minor,MATH101,Peer,25,False
2026-08-31,Facilitation,Major,CS201,Instructor,19,False
2026-08-31,Plagiarism,Moderate,CS201,Administrator,19,False
2026-08-31,Cheating,Major,CS201,Peer,13,False
2026-08-31,Fabrication,Minor,MATH101,Administrator,18,False
2026-08-31,Facilitation,Minor,CS101,TA,14,False
2026-09-01,Plagiarism,Moderate,CS101,Instructor,13,False
2026-09-01,Plagiarism,Major,MATH101,Instructor,11,False
2026-09-01,Cheating,Minor,CS201,Instructor,10,False
2026-09-01,Plagiarism,Minor,PHYS101,Administrator,16,False
2026-09-01,Unauthorized AI Use,Major,PHYS101,TA,15,False
2026-09-01,Cheating,Moderate,CS201,Administrator,9,False
2026-09-01,Plagiarism,Moderate,PHYS101,Instructor,19,False
2026-09-01,Unauthorized AI Use,Major,MATH101,Administrator,13,False
2026-09-01,Cheating,Moderate,MATH101,Administrator,15,True
2026-09-01,Cheating,Minor,MATH101,Instructor,14,False
2026-09-01,Fabrication,Minor,ENG101,Administrator,21,False
2026-09-01,Unauthorized AI Use,Moderate,PHYS101,Instructor,15,False
2026-09-02,Fabrication,Minor,ENG101,Peer,16,False
2026-09-02,Plagiarism,Moderate,CS201,TA,14,True
2026-09-02,Plagiarism,Moderate,MATH101,TA,14,False
2026-09-02,Fabrication,Moderate,MATH101,TA,12,False
2026-09-02,Unauthorized AI Use,Major,PHYS101,Administrator,14,False
2026-09-02,Plagiarism,Minor,PHYS101,Instructor,14,False
2026-09-03,Plagiarism,Minor,ENG101,Peer,15,False
2026-09-03,Plagiarism,Major,CS101,Administrator,7,True
2026-09-03,Plagiarism,Minor,ENG101,TA,11,False
2026-09-03,Unauthorized AI Use,Moderate,CS201,TA,19,False
2026-09-03,Facilitation,Minor,PHYS101,TA,9,False
2026-09-03,Fabrication,Moderate,CS201,Peer,14,False
2026-09-03,Plagiarism,Minor,CS201,TA,15,False
2026-09-03,Cheating,Minor,PHYS101,Instructor,10,False
2026-09-03,Cheating,Major,MATH101,Administrator,17,False
2026-09-04,Plagiarism,Moderate,CS201,Peer,14,False
2026-09-04,Plagiarism,Minor,PHYS101,TA,18,False
2026-09-04,Unauthorized AI Use,Minor,CS201,TA,22,False
2026-09-04,Fabrication,Minor,CS201,TA,16,False
2026-09-04,Cheating,Moderate,MATH101,Administrator,16,False
2026-09-04,Cheating,Major,CS101,TA,18,False
2026-09-05,Facilitation,Major,CS201,Peer,13,False
2026-09-05,Plagiarism,Major,MATH101,Administrator,10,False
2026-09-05,Plagiarism,Moderate,CS201,Administrator,19,False
2026-09-05,Plagiarism,Moderate,ENG101,Peer,14,False
2026-09-05,Unauthorized AI Use,Minor,ENG101,Administrator,16,False
2026-09-05,Cheating,Major,PHYS101,Administrator,13,False
2026-09-05,Plagiarism,Major,CS101,TA,22,False
2026-09-05,Facilitation,Moderate,ENG101,Instructor,19,False
2026-09-05,Plagiarism,Minor,CS101,TA,17,False
2026-09-05,Cheating,Minor,PHYS101,TA,11,False
2026-09-05,Fabrication,Moderate,CS201,TA,13,False
2026-09-05,Plagiarism,Moderate,MATH101,TA,16,False
2026-09-05,Cheating,Moderate,CS201,Instructor,6,False
2026-09-06,Unauthorized AI Use,Moderate,ENG101,Administrator,15,False
2026-09-06,Cheating,Minor,CS101,Administrator,17,False
2026-09-06,Plagiarism,Moderate,MATH101,TA,12,True
2026-09-06,Cheating,Minor,ENG101,Administrator,18,False
2026-09-06,Plagiarism,Moderate,CS201,Administrator,12,False
2026-09-07,Plagiarism,Moderate,PHYS101,Instructor,11,False
2026-09-07,Plagiarism,Moderate,PHYS101,TA,12,False
2026-09-07,Cheating,Minor,MATH101,Instructor,11,False
2026-09-07,Unauthorized AI Use,Minor,ENG101,Peer,25,False
2026-09-07,Cheating,Moderate,PHYS101,TA,12,False
2026-09-07,Unauthorized AI Use,Major,CS201,TA,14,False
2026-09-07,Cheating,Major,MATH101,Peer,21,False
2026-09-07,Facilitation,Major,CS101,Administrator,12,False
2026-09-07,Cheating,Moderate,MATH101,Administrator,10,False
2026-09-07,Cheating,Minor,PHYS101,TA,18,True
2026-09-08,Cheating,Minor,ENG101,Instructor,14,False
2026-09-08,Unauthorized AI Use,Minor,PHYS101,Peer,19,False
2026-09-08,Plagiarism,Major,PHYS101,Instructor,11,False
2026-09-08,Fabrication,Moderate,PHYS101,Peer,16,False
2026-09-08,Cheating,Minor,ENG101,Instructor,8,True
2026-09-08,Plagiarism,Minor,CS201,Instructor,15,False
2026-09-08,Plagiarism,Major,PHYS101,Instructor,15,True
2026-09-08,Plagiarism,Moderate,CS101,Administrator,11,False
2026-09-08,Plagiarism,Minor,PHYS101,Peer,15,False
2026-09-08,Unauthorized AI Use,Major,CS101,Instructor,19,False
2026-09-09,Cheating,Minor,CS201,Instructor,17,False
2026-09-09,Fabrication,Major,ENG101,Administrator,19,False
2026-09-09,Facilitation,Moderate,ENG101,Peer,17,False
2026-09-10,Facilitation,Minor,CS101,Peer,15,False
2026-09-10,Fabrication,Major,ENG101,TA,20,False
2026-09-10,Facilitation,Moderate,PHYS101,Administrator,12,False
2026-09-10,Unauthorized AI Use,Minor,CS201,Peer,24,False
2026-09-10,Cheating,Moderate,ENG101,Administrator,24,False
2026-09-10,Fabrication,Major,PHYS101,Peer,19,False
2026-09-10,Facilitation,Moderate,ENG101,Administrator,13,False
2026-09-11,Cheating,Major,MATH101,TA,17,False
2026-09-11,Cheating,Minor,ENG101,Instructor,14,False
2026-09-11,Plagiarism,Minor,ENG101,Administrator,11,True
2026-09-11,Plagiarism,Major,MATH101,TA,13,True
2026-09-11,Plagiarism,Moderate,PHYS101,Administrator,14,False
2026-09-11,Cheating,Moderate,PHYS101,Peer,17,False
2026-09-11,Cheating,Moderate,PHYS101,Instructor,14,False
